region_id,sheet_number,sheet_name,scope,bid_item,subheading,text,text_frequency,frequency_flag,ocr_hints,llm_region_type,llm_identified_content,llm_association_strength,llm_direct_bid_item_evidence,final_validation,llm_confidence,llm_reason,needs_manual_review,medium_path,local_path,locator_path
region_000237,A-005,Bldg Types Roof Plan,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,A1,16,True,"[""SHORT_TAG""]",EQUIPMENT_TAG,A1,DIRECT,"The highlighted region shows a circular tag with the label 'A1' attached to a wall segment on the plan. This is a wall-type tag that directly references the corresponding wall type entry (A1) in the Wall Type Schedule. The bid item is to Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags (Metal Framing), so this tag provides direct evidence for the specific wall type to be installed.",RIGHT,HIGH,"The region visibly contains a wall-type tag (A1) directly labeling a wall element, which corresponds to the wall type required by the bid item. No inference from OCR or indirect reasoning is needed.",True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000237.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000237.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000237.png
region_000238,A-005,Bldg Types Roof Plan,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,A1,16,True,"[""SHORT_TAG""]",GRID_REFERENCE,"Grid reference bubbles labeled A1, A2, A3 (plan grid references) along the roof-plan region.",NONE,"No direct evidence of wall partitions, wall type tags, or finish/work items. The region shows grid references only, not any wall-type/partition indication.",WRONG,HIGH,"The highlighted region visually contains grid reference bubbles (A1, A2, A3, etc.) which are used for locating elements on the plan. There is no visible wall partition tag, wall type schedule, or partition-related symbol that directly identifies or references the original bid item (Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags). Therefore, there is no direct association with the bid item; at best it is contextual plan geometry, not a direct bid-item evidence.",True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000238.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000238.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000238.png
region_000239,A-005,Bldg Types Roof Plan,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,A4,16,True,"[""SHORT_TAG""]",GRID_REFERENCE,A4 grid reference bubble,NONE,"No direct bid item indicator present; region shows only a grid reference along a dashed grid line with no wall type, finish, or partition assembly reference.",WRONG,HIGH,"The highlighted region contains a grid bubble labeled 'A4' along a dashed grid line. A grid reference is not a bid item and does not directly identify, locate, or reference the Furnish & Install Wall Partition Assemblies (Wall Type Schedules and Tags) for Metal Framing. There is no explicit finish, material, or partition assembly information in the region. Therefore there is no direct association with the bid item; the correct decision is WRONG.",True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000239.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000239.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000239.png
region_000240,A-005,Bldg Types Roof Plan,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,A4,16,True,"[""SHORT_TAG""]",GRID_REFERENCE,Circular grid reference bubble containing A4 with a dashed leader line (grid reference) visible on the roof-plan region.,NONE,"None. The region shows a grid reference bubble and does not contain any wall type tag, finish indication, schedule entry, or explicit reference to wall partition assemblies.",WRONG,HIGH,"The region visually contains a grid bubble (A4) with a leader line, which is a grid reference, not a bid item. Grid references are explicitly excluded as direct evidence for a bid item. There is no visible element in this region that directly identifies, labels, or references the original bid item (Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags / Metal Framing).",True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000240.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000240.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000240.png
region_000241,A-005,Bldg Types Roof Plan,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,AX,16,True,"[""SHORT_TAG""]",FINISH_TAG,FX finish tag labels located along the partition/wall region in the roof plan area,INDIRECT,"No explicit label or tag directly naming a wall partition assembly, wall type, or wall-type schedule in the highlighted region. The tags shown are generic finish codes (FX) and do not single out the bid item.",WRONG,MEDIUM,"The region contains finish tags (FX) which indicate finishes rather than directly identifying or labeling the specific bid item (Furnish & Install Wall Partition Assemblies). There is no visible wall-type schedule, wall tag, or explicit reference to a wall partition assembly in this region; the evidence is thus indirect at best and not a direct match to the bid item.",True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000241.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000241.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000241.png
region_000242,A-005,Bldg Types Roof Plan,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,AX,16,True,"[""SHORT_TAG""]",GRID_REFERENCE,AX,NONE,"No direct evidence of the bid item; region shows a grid/axis tag (AX) rather than a wall type, finish, or schedule entry specific to wall partition assemblies.",WRONG,HIGH,"The highlighted region visually contains a grid reference tag 'AX' with a leader, not a label, schedule, detail, or finish indication that directly identifies or references the bid item 'Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags'. Grid references are not bid-item evidence and do not establish direct association to wall partition work.",True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000242.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000242.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000242.png
region_000243,A-005,Bldg Types Roof Plan,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,AV,16,True,"[""SHORT_TAG""]",FINISH_TAG,"Two circular finish-tag indicators labeled ""FZ"" located at the ends of a small central feature on the roof-plan region.",NONE,"No direct evidence of a wall partition assembly or metal framing; region shows finish-tag indicators (FZ) with no wall-type, partition detail, or schedule reference.",WRONG,MEDIUM,"The region visually contains finish-tag indicators (FZ) rather than a wall-type/partition label or detailed wall-assembly reference. There is no explicit reference to Wall Type S or a partition assembly in this region. It is on a roof plan sheet and lacks evidence directly identifying the bid-item work (furnish & install wall partition assemblies with metal framing). Therefore, no direct association to the bid item is shown; OCR alone is not sufficient to change this.",True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000243.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000243.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000243.png
region_000244,A-005,Bldg Types Roof Plan,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,AV,16,True,"[""SHORT_TAG""]",EQUIPMENT_TAG,Circular blue callout with the text 'AV' (annotation bubble) connected by a dashed leader line to the roof plan area.,NONE,"No direct label or schedule entry identifying a wall partition assembly, wall type, or wall type schedule/tag; region shows a generic annotation tag rather than a wall-related item.",WRONG,HIGH,The highlighted region is a generic annotation tag ('AV') without a direct reference to a wall partition assembly or the Wall Type Schedule/Tags required by the bid item. The bid item requires explicit identification of wall partition assemblies via wall type schedules and tags; this region does not provide that direct linkage.,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000244.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000244.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000244.png
region_000245,A-005,Bldg Types Roof Plan,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,AZ,16,True,"[""SHORT_TAG""]",PLAN_GEOMETRY,Door opening within partition wall on the roof plan area (central core/shaft with surrounding walls).,NONE,"No direct evidence of wall-type schedules, wall tags, partition assemblies, finishes, or schedule entries in the highlighted region.",WRONG,HIGH,"The highlighted region shows generic plan geometry (walls and a doorway/shaft) on the roof plan and does not contain any wall-type tag, partition assembly reference, finish tag, or schedule entry that explicitly identifies or references the original bid item (Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags). There is no direct indication that this region represents or details a wall partition assembly per the bid item; OCR/text present is not sufficient to establish a direct association.",True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000245.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000245.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000245.png
region_000246,A-005,Bldg Types Roof Plan,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,AZ,16,True,"[""SHORT_TAG""]",GRID_REFERENCE,AZ,NONE,GRID_REFERENCE bubble with label AZ; no direct finish/material/work reference.,WRONG,HIGH,"The highlighted region shows a blue circular tag labeled 'AZ' connected by a dashed leader. This is a grid reference bubble, not a bid-item identifier. Grid references do not directly identify or locate the original bid item (Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags, Metal Framing) and provide no explicit evidence of wall partitions, finishes, or associated work. Therefore the region has no direct association with the bid item. The evidence is visually unambiguous and not dependent on OCR.",True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000246.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000246.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000246.png
region_000247,A-005,Bldg Types Roof Plan,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,Metal Framing,A2,16,True,"[""SHORT_TAG""]",GRID_REFERENCE,Blue circular grid bubble containing 'A2' (grid reference) visible in the cropped region.,NONE,"None visible. No wall type label, finish tag, wall partition label, schedule entry, or detail/reference that directly identifies the bid item.",WRONG,HIGH,"The highlighted region shows a grid reference bubble (A2) used for locating grid lines on the plan. Grid references are explicitly NOT bid items and do not directly identify the wall partition work described in the original bid item. There is no other direct evidence (e.g., wall type tag or schedule) in this region that ties to 'Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags'.",True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_000247.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_000247.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_000247.png
