region_id,sheet_number,scope_key,bid_item,region_text,region_type,association_strength,identified_content,direct_bid_item_evidence,reason
region_000251,A-005,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,A1,GRID_REFERENCE,NONE,"Grid bubbles labeled A1, A2, A3, F2, B1, B2 along the top (grid callouts)","No direct evidence of wall partitions, metal framing, or wall-type schedules in this region; region shows grid references only","The highlighted region contains grid reference callouts (A1, A2, A3, F2, B1, B2) which are used to locate elements on the plan. This does not directly identify, locate, or reference the bid item 'Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags' (Metal Framing). There is no explicit wall partition, finish, schedule, or tag directly tied to the bid item in this region, so there is no direct association."
region_000252,A-005,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,A1,GRID_REFERENCE,NONE,A1 grid reference bubble (blue circle),"NONE – no wall partition assembly tag, finish, schedule, or detail visible","The highlighted region contains a blue circular grid reference bubble with the label 'A1'. Grid references are not bid items and do not directly identify or reference wall partition assemblies. The original bid item requires wall partition assemblies per wall type schedules/tags, which would be evidenced by wall-type tags, partition details, or finish schedules, not by a grid reference bubble on a roof plan sheet."
region_000253,A-005,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,A4,GRID_REFERENCE,NONE,"Grid reference bubble labels: A4, A3, A2 (circular markers along plan grid)",NONE,"The highlighted region contains grid reference bubbles (A4, A3, A2) used to locate grid lines on the roof plan. There is no visible wall type tag, partition tag, schedule entry, or any other direct indication of wall partition assemblies. Therefore, the region does not directly identify, locate, or reference the Original Bid Item (Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags). Grid references are indirect locational markers and do not constitute direct evidence for the bid item per the audit rules."
region_000254,A-005,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,A4,GRID_REFERENCE,NONE,Grid reference bubble labeled A4 (part of roof plan grid).,"No direct bid item element present (no wall type tag, wall partition symbol, finish tag, or schedule entry visible).","The highlighted region shows grid reference bubbles (e.g., A4) and plan geometry only, with no wall partition assembly identifier, wall type tag, or schedule/detail entry that directly corresponds to the bid item “Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags.” Therefore there is no direct association to the bid item."
region_000255,A-005,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,AX,FINISH_TAG,INDIRECT,Blue circles labeled FX (finish tag) along partition wall lines on the roof-plan area,"The region only shows FX finish tags; there is no wall-type tag, schedule entry, detail reference, or depiction of a wall partition assembly (per the Bid Item). No explicit reference to metal framing partitions or wall-type schedules is visible in this region.","The region contains finish-tag markers (FX) along a partition line, which indicate surface finishes rather than the actual wall partition assembly. The Bid Item requires furnishing and installing wall partition assemblies per wall type schedules/tags. The region does not directly identify, locate, or reference a specific wall partition assembly or its type (no wall-type tag or schedule visible). Therefore, while finishes are implied, there is no direct evidence linking this region to the Bid Item."
region_000256,A-005,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,AX,GRID_REFERENCE,NONE,AX,"The region shows a circular grid reference tag 'AX' with a dashed leader. There is no label, tag, schedule, or symbol that explicitly identifies a wall partition, metal framing, or related bid-item work.",A grid reference bubble/label is not a bid-item indication. It does not directly identify or reference the wall partition assemblies or metal framing required by the bid item. Therefore there is no direct association to the original bid item.
region_000257,A-005,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,AV,PLAN_GEOMETRY,NONE,"Plan geometry of interior partitions in a corridor area, featuring wall lines, door openings, and surrounding grid/section callouts. Blue circled tags (e.g., FZ) and a detail callout (A5 A-203) are present, but there is no explicit wall-type tag, finish schedule reference, or bid-item-specific annotation visible in this region.","No direct evidence of the Bid Item 'Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags' appears in this region. There are no wall-type schedule labels (e.g., W1, W2, metal framing notes, or partition assembly references) or explicit finish/work references that tie directly to the bid item.","The region shows general plan geometry of interior partitions and a doorway with grid references and miscellaneous callouts, but it does not display any direct tag, schedule reference, or detail that explicitly identifies or references the wall partition assemblies (as per wall type schedules and tags) required by the bid item. There is no visible linkage to a wall-type schedule or metal-framing specification in this region; OCR hints do not substitute for direct drawing evidence. Therefore, no direct association to the bid item is present."
region_000258,A-005,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,AV,PLAN_GEOMETRY,NONE,"Roof plan fragment with grid callouts (A, AV, AX, etc.) and wall outlines; no wall type tags, partition schedules, or references to wall partitions evident.",No direct indication of Furnish & Install Wall Partition Assemblies (metal framing) or wall type schedules/tags in this region.,"The highlighted region is a roof-plan geometry area showing grid lines and generic walls, not a wall-type partition assembly or metal-framing tag/reference. There is no explicit evidence tying this region directly to the bid item."
region_000259,A-005,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,AZ,PLAN_GEOMETRY,NONE,"Central portion of a partition wall with a doorway/ opening in the roof-plan region. The region shows wall outlines and a door but no explicit wall-type tag, finish tag, or partition-assembly label/schedule.","NONE – There is no text, tag, or schedule visible in the region that directly identifies a wall partition assembly or metal framing per Wall Type S; no wall-type schedule callout is shown in this cropped region.","There is no direct evidence in the highlighted region that identifies or references the original bid item (Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags). The region shows generic wall geometry and a door opening without wall-type tags, schedules, or finish associations that would directly tie it to wall partition assemblies with metal framing. OCR alone is not considered evidence; the image must show a direct label or schedule item, which is absent here."
region_000260,A-005,Thermal Protection,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,AZ,GRID_REFERENCE,NONE,Grid reference bubble labeled AZ with a leader to the grid line on the plan.,NONE,"The highlighted region is a circular grid reference bubble containing the text 'AZ' with a dashed leader. This is a grid/zone reference annotation, not a wall partition, finish, or bid-item identifier. Per the Special Rule for GRID REFERENCES, grid bubbles/labels do not establish direct bid-item association. Therefore there is no direct evidence linking this region to the Bid Item 'Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags' (Metal Framing)."
