region_id,sheet_number,bid_item,text,llm_region_type,llm_association_strength,final_validation,llm_confidence,llm_reason
region_000266,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,A1,GRID_REFERENCE,NONE,WRONG,HIGH,"The highlighted region shows a grid reference label 'A1' (blue circled tag) used for location referencing on the Roof Plan. It does not depict or label any wall partition assembly, metal framing, finish, schedule entry, or any element that directly corresponds to the bid item 'Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags'. Grid references are not bid-item evidence, and there is no explicit drawing evidence tying this region to the bid item. Therefore, no direct association exists."
region_000267,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,A4,DETAIL,NONE,WRONG,HIGH,"The highlighted region visually presents a detail callout marker (A4) with reference to detail A-210 on sheet A-005 (ROOF - BLDG TYPES). It does not identify, locate, or explicitly reference any wall partition assembly work or metal framing per the original bid item. There is no finish, material, or partition-specific tag present in the region itself. Therefore, there is no direct association to the bid item; reliance on same-trade or indirect connections would be insufficient per the guidelines."
region_000268,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,A4,GRID_REFERENCE,NONE,WRONG,HIGH,"The highlighted region visually shows a grid reference bubble (A4) and grid lines, which is a grid reference element. Grid references are explicitly NOT bid items and do not directly identify or reference wall partition assemblies, wall types, or schedules. Therefore there is no direct evidence connecting this region to the original bid item; the association is NONE, not INDIRECT. "
region_000269,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,AX,GRID_REFERENCE,NONE,WRONG,HIGH,"The highlighted region contains a grid reference AX, which is a plan/navigation aid, not a bid item. The bid item specifies Furnish & Install Wall Partition Assemblies (Metal Framing) and would require direct evidence of a partition/metal framing element or a corresponding wall-type tag/schedule in the region. The grid reference does not provide that direct association."
region_000270,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,AX,SCHEDULE,DIRECT,RIGHT,HIGH,The region contains a wall-type tag (AX) that maps to a Wall Type AX entry in the wall type schedules. This is explicit evidence of the bid item requirement (furnish & install wall partition assemblies per wall type schedules/tags) and is not inferred from indirect cues.
region_000271,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,AV,PLAN_GEOMETRY,NONE,WRONG,HIGH,"The region is a portion of Sheet A-005 (Roof Plan / Bldg Types) showing generic roof-plan geometry and FZ callouts, not any wall partition assembly, wall type schedule, or partition tagging. There is no explicit label, symbol, or detail identifying wall partitions or metal framing as required by the Bid Item 'Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags'. Therefore there is no direct evidence linking this region to the bid item; it is not a direct representation of the bid item."
region_000272,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,AV,EQUIPMENT_TAG,NONE,WRONG,HIGH,"The highlighted region contains a circular blue-tag with the letters 'AV' on Sheet A-005 (Roof Plan). This is an equipment/feature tag, not a wall partition element. There is no direct evidence of a wall partition assembly, metal framing, or any wall-type schedule/detail within this region. The bid item is Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags (Metal Framing), which would require a tag, schedule, or detail explicitly referencing a wall partition or its metal framing. Instead, the region appears to label a roof/mechanical feature (e.g., an air vent/equipment tag), not a partition. Therefore, there is no direct association with the bid item; the association is WRONG."
region_000273,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,AZ,PLAN_GEOMETRY,NONE,WRONG,HIGH,"The highlighted region is a roof-plan core/shaft area with a door, not a labeled wall partition assembly or a finish/work tag. There is no direct indication of wall partitions or metal framing in this region, nor any wall-type schedule or tag visible that explicitly references the bid item. OCR hints do not establish a direct association, and the evidence is visually incongruent with the bid item."
region_000274,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,AZ,ROOM_LABEL,NONE,WRONG,HIGH,"The highlighted region contains a circled 'AZ' room/area label with a dashed leader. This is a room label, not a wall partition assembly reference or wall-type tag. The Original Bid Item requires furnishing and installing wall partition assemblies per wall type schedules and tags, which would require a wall-type tag or schedule reference visible in the region. There is no direct evidence within the region that identifies, locates, or explicitly references the bid item; therefore no direct association."
region_000275,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,A2,GRID_REFERENCE,NONE,WRONG,HIGH,"The highlighted region visually contains a blue circular badge with the grid reference 'A2'. Grid references are used for location on the plan and do not represent or identify the wall partition assemblies or metal framing bid item. There is no direct evidence within this region that labels, denotes, or references the assigned bid item; thus the association is not direct."
region_000276,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,A2,PLAN_GEOMETRY,NONE,WRONG,HIGH,"The highlighted region is a generic plan geometry fragment from a roof plan showing interior wall lines and an opening with grid references. There is no explicit tag, schedule, or detail in the region that directly identifies or references a wall partition assembly or metal framing as required by the Bid Item. OCR hints are secondary and do not establish direct evidence. Therefore, the region does not directly associate with the original bid item."
region_000277,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,A3,PLAN_GEOMETRY,NONE,WRONG,HIGH,"The highlighted region depicts roof plan geometry and plan labeling, not wall partition assemblies or metal framing. There is no direct indication of wall type schedules, tags, or any finish/work item that would directly identify Furnish & Install Wall Partition Assemblies as per the bid item. Therefore it does not provide direct evidence for the original bid item."
region_000278,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,A3,GRID_REFERENCE,NONE,WRONG,HIGH,"The highlighted region visibly contains a grid reference bubble labeled 'A3'. Grid references are not bid items and do not directly identify wall partitions or metal framing. There is no wall-type tag, finish tag, wall partition schedule, or detail entry that explicitly references the Bid Item 'Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags' on this roof plan sheet. Per the SPECIAL RULES for GRID_REFERENCE and the need for a direct association, this region provides no direct evidence for the bid item."
region_000279,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,A1,DETAIL,NONE,WRONG,HIGH,"The region shows a detail callout marker with a sheet/detail reference (A-202) rather than any explicit labeling, tag, or schedule for a wall partition assembly. It does not directly identify or reference the specified bid item (Furnish & Install Wall Partition Assemblies) or its metal framing components. As such, there is no direct evidence tying this region to the bid item; any relationship would be indirect at best and not sufficient for a RIGHT association."
region_000280,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,A1,DETAIL,DIRECT,RIGHT,HIGH,"The highlighted region visibly shows a detail callout labeled 'A-202'. This is a direct pointer to a detail that would define the wall partition assembly (the Bid Item scope). It is not a room label, grid reference, or generic finish text; it explicitly identifies the work area by pointing to the corresponding detail sheet that governs the wall partition assembly. No assumption about the bid item is needed beyond recognizing the detail reference."
region_000281,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags,A4,GRID_REFERENCE,NONE,WRONG,HIGH,"The highlighted region visually shows grid reference markers (A2, A3, A4) and not any wall partition component, finish, or schedule. Grid references are not bid items and do not directly identify Furnish & Install Wall Partition Assemblies. Therefore there is no direct association with the bid item."
