llm_status,llm_region_type,llm_identified_content,llm_direct_bid_item_evidence,llm_association_strength,llm_decision,llm_confidence,llm_reason,llm_error,llm_attempts,row_index,region_id,sheet_number,bid_item
SUCCESS,PLAN_GEOMETRY,"Partial roof plan region with surrounding walls and grid callouts; no explicit wall partition tags, wall type labels, or partition assembly references visible.",NONE,NONE,WRONG,HIGH,"The highlighted region shows roof-plan geometry with grid references (e.g., A1, A2, AZ) and wall outlines, but there is no direct evidence of wall partition assemblies, wall type schedules, or tags that explicitly identify or reference the bid item 'Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags (Metal Framing)'. A direct association would require visible wall-type tags, partition assembly labels, or a corresponding wall type schedule/detail within this region, none of which are present. Therefore the region does not directly represent the bid item, and the association is WRONG.",,1,248,region_000248,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags
SUCCESS,PLAN_GEOMETRY,Fragment of the roof plan showing interior wall partitions and grid references (AX/AV etc). No wall type tag or partition-assembly label visible.,"No direct labeling or tag identifying wall partition assemblies, wall type S, or metal framing. The region lacks any reference to 'wall type schedules and tags' or specific partition assembly data.",NONE,WRONG,HIGH,"The region visually contains plan geometry of walls on a roof plan sheet (A-005) with grid callouts, but there is no explicit reference to 'Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags' or any 'Wall Type' tag. Without a direct tag/schedule to the bid item, there is no direct association. The Special Rule indicates that generic references or OCR/text are not sufficient without explicit labeling; there is no schedule or tag here. Therefore the association is not direct.",,1,249,region_000249,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags
SUCCESS,PLAN_GEOMETRY,"Dark grey rectangular mass on roof plan with grid callouts (A1–A4) and dashed alignment lines; no wall type tag, partition schedule, or finish/work reference visible.","No direct label or tag referencing Wall Type S, wall partitions, or partition assemblies; no partition detail or schedule visible in the region.",NONE,WRONG,HIGH,"The highlighted region shows general plan geometry on a roof plan with grid references and no explicit wall partition tag or schedule. There is no direct evidence identifying or linking this region to the bid item 'Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags'. The association would be INDIRECT at best if any, but there is no explicit labeling to support a direct association.",,1,250,region_000250,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags
SUCCESS,GRID_REFERENCE,"Grid bubbles labeled A1, A2, A3, F2, B1, B2 along the top (grid callouts)","No direct evidence of wall partitions, metal framing, or wall-type schedules in this region; region shows grid references only",NONE,WRONG,HIGH,"The highlighted region contains grid reference callouts (A1, A2, A3, F2, B1, B2) which are used to locate elements on the plan. This does not directly identify, locate, or reference the bid item 'Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags' (Metal Framing). There is no explicit wall partition, finish, schedule, or tag directly tied to the bid item in this region, so there is no direct association.",,1,251,region_000251,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags
SUCCESS,GRID_REFERENCE,A1 grid reference bubble (blue circle),"NONE – no wall partition assembly tag, finish, schedule, or detail visible",NONE,WRONG,HIGH,"The highlighted region contains a blue circular grid reference bubble with the label 'A1'. Grid references are not bid items and do not directly identify or reference wall partition assemblies. The original bid item requires wall partition assemblies per wall type schedules/tags, which would be evidenced by wall-type tags, partition details, or finish schedules, not by a grid reference bubble on a roof plan sheet.",,1,252,region_000252,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags
SUCCESS,GRID_REFERENCE,"Grid reference bubble labels: A4, A3, A2 (circular markers along plan grid)",NONE,NONE,WRONG,HIGH,"The highlighted region contains grid reference bubbles (A4, A3, A2) used to locate grid lines on the roof plan. There is no visible wall type tag, partition tag, schedule entry, or any other direct indication of wall partition assemblies. Therefore, the region does not directly identify, locate, or reference the Original Bid Item (Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags). Grid references are indirect locational markers and do not constitute direct evidence for the bid item per the audit rules.",,1,253,region_000253,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags
SUCCESS,GRID_REFERENCE,Grid reference bubble labeled A4 (part of roof plan grid).,"No direct bid item element present (no wall type tag, wall partition symbol, finish tag, or schedule entry visible).",NONE,WRONG,HIGH,"The highlighted region shows grid reference bubbles (e.g., A4) and plan geometry only, with no wall partition assembly identifier, wall type tag, or schedule/detail entry that directly corresponds to the bid item “Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags.” Therefore there is no direct association to the bid item.",,1,254,region_000254,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags
SUCCESS,FINISH_TAG,Blue circles labeled FX (finish tag) along partition wall lines on the roof-plan area,"The region only shows FX finish tags; there is no wall-type tag, schedule entry, detail reference, or depiction of a wall partition assembly (per the Bid Item). No explicit reference to metal framing partitions or wall-type schedules is visible in this region.",INDIRECT,WRONG,MEDIUM,"The region contains finish-tag markers (FX) along a partition line, which indicate surface finishes rather than the actual wall partition assembly. The Bid Item requires furnishing and installing wall partition assemblies per wall type schedules/tags. The region does not directly identify, locate, or reference a specific wall partition assembly or its type (no wall-type tag or schedule visible). Therefore, while finishes are implied, there is no direct evidence linking this region to the Bid Item.",,1,255,region_000255,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags
SUCCESS,GRID_REFERENCE,AX,"The region shows a circular grid reference tag 'AX' with a dashed leader. There is no label, tag, schedule, or symbol that explicitly identifies a wall partition, metal framing, or related bid-item work.",NONE,WRONG,HIGH,A grid reference bubble/label is not a bid-item indication. It does not directly identify or reference the wall partition assemblies or metal framing required by the bid item. Therefore there is no direct association to the original bid item.,,1,256,region_000256,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags
SUCCESS,PLAN_GEOMETRY,"Plan geometry of interior partitions in a corridor area, featuring wall lines, door openings, and surrounding grid/section callouts. Blue circled tags (e.g., FZ) and a detail callout (A5 A-203) are present, but there is no explicit wall-type tag, finish schedule reference, or bid-item-specific annotation visible in this region.","No direct evidence of the Bid Item 'Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags' appears in this region. There are no wall-type schedule labels (e.g., W1, W2, metal framing notes, or partition assembly references) or explicit finish/work references that tie directly to the bid item.",NONE,WRONG,HIGH,"The region shows general plan geometry of interior partitions and a doorway with grid references and miscellaneous callouts, but it does not display any direct tag, schedule reference, or detail that explicitly identifies or references the wall partition assemblies (as per wall type schedules and tags) required by the bid item. There is no visible linkage to a wall-type schedule or metal-framing specification in this region; OCR hints do not substitute for direct drawing evidence. Therefore, no direct association to the bid item is present.",,1,257,region_000257,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags
SUCCESS,PLAN_GEOMETRY,"Roof plan fragment with grid callouts (A, AV, AX, etc.) and wall outlines; no wall type tags, partition schedules, or references to wall partitions evident.",No direct indication of Furnish & Install Wall Partition Assemblies (metal framing) or wall type schedules/tags in this region.,NONE,WRONG,HIGH,"The highlighted region is a roof-plan geometry area showing grid lines and generic walls, not a wall-type partition assembly or metal-framing tag/reference. There is no explicit evidence tying this region directly to the bid item.",,2,258,region_000258,A-005,Furnish & Install Wall Partition Assemblies As Per Wall Type Schedules And Tags
